Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Bet Priority,Bet Tier,Bet Flag,Avg vs Line,Line Consistency,Bet Confidence,Line,Actual,W/L,,🔷 Moderate Easy,🔹 Slight Easy,🔵 Strong Easy
Mark,16,Aaron Naughton,WBD,SYD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,16%,50%,,4,12,-1,,,,
Disposal,13,Dylan Stephens,NTH,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟢 AUTO-BET - Wing Long Travel,-11%,50%,,20,19,1,,,,
Mark,16,Joel Freijah,WBD,SYD,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,0%,50%,,3.5,7,-1,,,,
Disposal,16,Elijah Hewett,WCE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,-8%,67%,,17,16,1,,,,
Disposal,16,Harley Reid,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🚫 SKIP - No Strategy,-4%,64%,,18.5,17,1,,,,
Disposal,16,Jamie Cripps,WCE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,3%,42%,,11,7,1,,,,
Disposal,16,Jayden Hunt,WCE,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,-3%,50%,,13.5,1,1,,,,
Disposal,13,Jy Simpkin,NTH,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟢 AUTO-BET - Wing Long Travel,9%,46%,,21,23,-1,,,,
Disposal,16,Tim Kelly,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🚫 SKIP - No Strategy,8%,55%,,15,12,1,,,,
Tackle,13,Jy Simpkin,NTH,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟢 AUTO-BET - Wing Long Travel,-5%,73%,,4,2,1,,,,
Tackle,10,Kade Chandler,MEL,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,5%,67%,#REF!,3.5,0,1,,,,
Disposal,16,Jack Graham,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🚫 SKIP - No Strategy,2%,54%,,19,19,0,,,,
Disposal,16,Brady Hough,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🚫 SKIP - No Strategy,-7%,70%,,15.5,27,-1,,,,
Disposal,16,Jack Williams,WCE,COL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,2%,55%,,9,11,-1,,,,
Disposal,16,Liam Baker,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,7%,36%,,21,35,-1,,,,
Disposal,16,Liam Duggan,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,4%,64%,,20,27,-1,,,,
Disposal,16,Liam Ryan,WCE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,2%,58%,,11.5,12,-1,,,,
Disposal,16,Matt Flynn,WCE,COL,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🚫 SKIP - No Strategy,7%,40%,,12.5,15,-1,,,,
Disposal,16,Reuben Ginbey,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,12%,64%,,11.5,15,-1,,,,
Disposal,16,Ryan Maric,WCE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,20%,21%,,17.5,21,-1,,,,
Disposal,16,Sandy Brock,WCE,COL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🚫 SKIP - No Strategy,-1%,50%,,10.5,13,-1,,,,
Disposal,16,Tom McCarthy,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🚫 SKIP - No Strategy,0%,27%,,24.5,29,-1,,,,
Mark,16,Bailey Williams,WBD,SYD,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🥇 TIER 1 #3 - Wing + Mark (84.6% WR) (Need: Line vs Avg <-20% + Line >4.5),13%,38%,,7,7,0,,,,
Mark,16,Charlie Curnow,CAR,PTA,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🥇 TIER 1 #1 - KeyF + Mark (90.9% WR) (Need: Lines >5.0),4%,54%,,5.5,6,-1,,,,
Disposal,17,Cameron Zurhaar,NTH,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,10%,53%,,10,,,,,,
Mark,17,Aaron Naughton,WBD,NTH,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,1,🥇,#1 - KeyF + Mark (89.5% WR) (Need: Line >5.0),-7%,67%,,5.5,,,,,,
Mark,17,Sam Darcy,WBD,NTH,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,1,🥇,#1 - KeyF + Mark (89.5% WR) (Need: Line >5.0),-11%,33%,,7.5,,,,,,
Disposal,17,Paul Curtis,NTH,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,6%,58%,,12,,,,,,
Mark,17,Dylan Stephens,NTH,WBD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,3,🥇,#3 - Wing + Mark (75.0% WR) (Need: Avg <20% + Line >4.5),-6%,57%,,5,,,,,,
Tackle,11,Kade Chandler,MEL,SYD,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,10%,70%,#REF!,3,4,-1,,,,
Disposal,13,Brayden Fiorini,GCS,GEE,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 AUTO-BET - Wing Long Travel,-2%,40%,,18,24,-1,,,,
Disposal,13,Travis Boak,PTA,GWS,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔵 Strong Easy,,,🟢 AUTO-BET - Wing Long Travel,14%,33%,,18.5,22,-1,,,,
Disposal,17,Rhylee West,WBD,NTH,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,1%,47%,,14,,,,,,
Disposal,13,Jackson Mead,PTA,GWS,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔵 Strong Easy,,,🟢 AUTO-BET - Wing Long Travel,9%,27%,,13.5,8,1,,,,
Mark,17,Caleb Daniel,NTH,WBD,Des,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,-3%,73%,,4,,,,,,
Disposal,14,Sam Docherty,CAR,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER - Moderate DvP Long Travel,-15%,63%,,23.5,20,1,,,,
Mark,17,Harry Sheezel,NTH,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,-4%,47%,,6,,,,,,
Mark,17,Nick Larkey,NTH,WBD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,-5%,53%,,4.5,,,,,,
Disposal,16,Clay Hall,WCE,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🥈 TIER 2 #4 - Long Travel + Disposal (77.8% WR) (Need: <-10% Avg vs Line),-10%,75%,,15,22,-1,,,,
Mark,17,Bailey Dale,WBD,NTH,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,New,#11: Des + Mark + Avg < -8%,-13%,73%,,5.5,,,,,,
Disposal,17,Laitham Vandermeer,WBD,NTH,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,9,New,"#9: Tackle + Moderate DvP + Avg < 18% (71.4%, n=10) ← NEW",-6%,62%,,12,,,,,,
