Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L
Mark,18,Eric Hipwood,BRL,CAR,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,-8%,50%,,,4,1
Mark,18,Harris Andrews,BRL,CAR,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,7.5,0%,50%,,,7,1
Mark,18,Jarrod Berry,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6.5,5%,53%,,,10,-1
Mark,18,Logan Morris,BRL,CAR,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,-2%,47%,,,6,-1
Mark,18,Noah Answerth,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5,-5%,31%,,,1,1
Mark,18,Ryan Lester,BRL,CAR,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,4.5,-10%,44%,,,4,1
Tackle,18,Will Ashcroft,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,2.5,-11%,50%,,,4,-1
Tackle,18,Hugh McCluggage,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.5,-14%,50%,,,2,1
Tackle,18,Josh Dunkley,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6.5,-2%,56%,,,13,-1
Tackle,18,Lachie Neale,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,2%,50%,,,8,-1
Mark,18,Dayne Zorko,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6.5,-6%,44%,3,GenD + Mark + Avg <0% + No Easy DvP + Line >5,7,-1
Tackle,18,Zac Bailey,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,2,-9%,38%,5,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain,1,1
Mark,10,Jacob Weitering,CAR,SYD,KeyD,✅ Neutral,✅ Neutral,🔴 Strong Unders,7,18%,56%,,,4,1
Mark,10,Mitch McGovern,CAR,SYD,KeyD,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,4%,56%,,,3,1
Tackle,11,Adam Cerra,CAR,GWS,InsM,✅ Neutral,🔵 Avoid (Rain),🔴 Strong Unders,4.5,0%,50%,,🔵 Avoid (Rain),6,-1
Tackle,11,Patrick Cripps,CAR,GWS,InsM,✅ Neutral,🔵 Avoid (Rain),🔴 Strong Unders,6,-3%,50%,,🔵 Avoid (Rain),7,-1
Tackle,11,George Hewett,CAR,GWS,InsM,✅ Neutral,🔵 Avoid (Rain),🔴 Strong Unders,6,7%,50%,,🔵 Avoid (Rain),1,1
Disposal,11,Oliver Hollands,CAR,GWS,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,2%,40%,,,17,-1
Disposal,11,Mitch McGovern,CAR,GWS,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,-7%,60%,,,15,1
Mark,11,Mitch McGovern,CAR,GWS,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,0%,60%,,,3,1
Mark,11,Nick Haynes,CAR,GWS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,21%,50%,,,8,-1
Mark,11,Oliver Hollands,CAR,GWS,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,14%,60%,,,3,1
Mark,11,Harry McKay,CAR,GWS,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,6.5,0%,38%,,,5,1
Mark,11,Charlie Curnow,CAR,GWS,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,6.5,6%,38%,,,5,1
Mark,14,Charlie Curnow,CAR,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,7,-10%,64%,,🟢 AUTO-BET - KeyF Mark (Priority #1),2,1
Disposal,14,Jesse Motlop,CAR,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,9.5,9%,50%,,🟢 AUTO-BET - GenF Disposal Moderate Travel (Priority #5),10,1
Disposal,14,Lachie Fogarty,CAR,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,11,0%,60%,,🟢 AUTO-BET - GenF Disposal Moderate Travel (Priority #5),17,-1
Disposal,14,Sam Docherty,CAR,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,23.5,-15%,63%,,🟡 CONSIDER - Moderate DvP Long Travel,20,1
Mark,15,Blake Acres,CAR,NTH,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,5%,55%,,,7,-1
Mark,15,Charlie Curnow,CAR,NTH,KeyF,✅ Neutral,✅ Neutral,🔵 Strong Easy,6.5,-10%,50%,,🟢 AUTO-BET 🥇#1 - KeyF + Mark (Need: Lines >5.0),3,1
Mark,15,Sam Docherty,CAR,NTH,Wing,✅ Neutral,✅ Neutral,✅ Neutral,5.5,-5%,67%,,🟢 AUTO-BET 🏅#4 - Wing + Mark (Need: Line vs Avg <20% + Line >4.5),16,-1
Mark,15,Oliver Hollands,CAR,NTH,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,12%,53%,,,5,0
Mark,15,Nick Haynes,CAR,NTH,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,8,10%,46%,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),11,-1
Mark,16,Oliver Hollands,CAR,PTA,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,11%,57%,,🥇 TIER 1 #3 - Wing + Mark (84.6% WR) (Need: Line vs Avg <-20% + Line >4.5),2,1
Mark,16,Blake Acres,CAR,PTA,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,0%,50%,,,0,1
Mark,16,Charlie Curnow,CAR,PTA,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,4%,54%,,🥇 TIER 1 #1 - KeyF + Mark (90.9% WR) (Need: Lines >5.0),6,-1
Mark,17,Blake Acres,CAR,COL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,-17%,77%,6,Wing + Mark + Avg <20% + Line >4.5,7,-1
Disposal,17,George Hewett,CAR,COL,InsM,✅ Neutral,✅ Neutral,✅ Neutral,27.5,2%,47%,4,Disposal + Neutral Weather + Line >27,18,1
Mark,18,Connor Idun,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,-2%,44%,3,GenD + Mark + Avg <0% + No Easy DvP + Line >5,5,1
Mark,17,Nick Haynes,CAR,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,8.5,5%,47%,#7,,6,1
Tackle,17,Adam Cerra,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,1%,67%,5,Strong/Moderate DvP + Tackle + Avg <18%,3,1
Tackle,17,Jesse Motlop,CAR,COL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-7%,47%,5,Strong/Moderate DvP + Tackle + Avg <18%,2,1
Tackle,17,Patrick Cripps,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,4%,47%,5,Strong/Moderate DvP + Tackle + Avg <18%,3,1
Tackle,17,George Hewett,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,15%,33%,5,Strong/Moderate DvP + Tackle + Avg <18%,7,-1
Tackle,17,Cooper Lord,CAR,COL,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-6%,64%,,,2,1
Mark,17,Charlie Curnow,CAR,COL,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,4%,50%,1,KeyF + Mark + Line >5.0,9,-1
Disposal,18,Adam Cerra,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,24.5,-3%,38%,,,25,-1
Disposal,18,Charlie Curnow,CAR,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12,4%,33%,,,14,-1
Disposal,18,George Hewett,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,27,-2%,38%,,,33,-1
Disposal,18,Jesse Motlop,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,9,-9%,38%,,,17,-1
Disposal,18,Lachlan Cowan,CAR,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,13.5,30%,71%,,,22,-1
Disposal,18,Nick Haynes,CAR,BRL,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,1%,31%,,,23,-1
Disposal,18,Oliver Hollands,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,19,3%,50%,,,21,-1
Disposal,18,Orazio Fantasia,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,2%,40%,,,14,-1
Disposal,18,Patrick Cripps,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,23.5,2%,44%,,,26,-1
Mark,18,Lachlan Cowan,CAR,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,26%,57%,,,5,-1
Tackle,18,Adam Cerra,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-9%,38%,,,5,-1
Tackle,18,Patrick Cripps,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-1%,50%,,,6,-1
Tackle,18,Tom De Koning,CAR,BRL,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2.5,4%,47%,,,4,-1
Mark,18,Charlie Curnow,CAR,BRL,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,1%,47%,,,6,0
Mark,18,Oliver Hollands,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,-5%,38%,,,5,0
Tackle,18,Cooper Lord,CAR,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-6%,53%,,,3,0
Tackle,18,Jesse Motlop,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,-2%,44%,,,4,0
Disposal,18,Cooper Lord,CAR,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,22%,67%,,,5,1
Disposal,18,Jacob Weitering,CAR,BRL,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13.5,-9%,38%,,,9,1
Disposal,18,Lachie Fogarty,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,12.5,4%,64%,,,7,1
Disposal,18,Mitch McGovern,CAR,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,15,3%,44%,,,12,1
Disposal,18,Sam Docherty,CAR,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,22.5,8%,67%,,,21,1
Disposal,18,Tom De Koning,CAR,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,18,-4%,40%,,,14,1
Disposal,18,Zac Williams,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,16%,67%,,,14,1
Mark,18,Sam Docherty,CAR,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6.5,0%,67%,,,2,1
Mark,18,Jacob Weitering,CAR,BRL,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,-10%,31%,,,4,1
Mark,18,Mitch McGovern,CAR,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,8%,50%,,,2,1
Tackle,18,George Hewett,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,-6%,31%,,,3,1
Tackle,18,Lachie Fogarty,CAR,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,3.5,-16%,43%,,,3,1
Mark,18,Connor O'Sullivan,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,-6%,53%,3,GenD + Mark + Avg <0% + No Easy DvP + Line >5,7,-1
Disposal,10,Patrick Lipinski,COL,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,18.5,8%,33%,,,5,1
Disposal,12,Jeremy Howe,COL,HAW,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,-7%,44%,,,10,1
Disposal,12,Beau McCreery,COL,HAW,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,11,-4%,55%,,🟡 CONSIDER,11,0
Disposal,12,Jamie Elliott,COL,HAW,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,12,6%,50%,,🟡 CONSIDER,12,0
Disposal,12,Tim Membrey,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,10,9%,56%,,🟡 CONSIDER,9,1
Disposal,12,Brody Mihocek,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,8.5,11%,33%,,🟡 CONSIDER,12,-1
Mark,12,Brody Mihocek,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,3,33%,56%,,🟢 STRONG BET,6,-1
Mark,15,Tim Membrey,COL,STK,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,5,-6%,64%,,,4,1
Mark,11,Jordan Clark,FRE,PTA,GenD,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,-4%,60%,,,6,-1
Mark,15,Josh Daicos,COL,STK,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6.5,-15%,75%,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),6,1
Disposal,17,Josh Daicos,COL,CAR,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,28.5,-2%,40%,4,Disposal + Neutral Weather + Line >27,27,1
Disposal,17,Nick Daicos,COL,CAR,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,29.5,0%,47%,4,Disposal + Neutral Weather + Line >27,36,-1
Mark,18,Joel Jeffrey,GCS,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-9%,60%,,SKIP - No Strategy,6,-1
Mark,15,Nasiah Wanganeen-Milera,STK,COL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,6,-9%,62%,,,7,-1
Mark,17,Brody Mihocek,COL,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,12%,54%,#2,,5,-1
Mark,17,Tim Membrey,COL,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,11%,50%,#2,,6,-1
Mark,17,Isaac Quaynor,COL,CAR,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,3%,50%,#7,,9,-1
Disposal,18,Brayden Maynard,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,16.5,9%,73%,,SKIP - No Strategy,17,-1
Disposal,18,Dan Houston,COL,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17.5,4%,54%,,SKIP - No Strategy,17,1
Disposal,18,Daniel McStay,COL,GCS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,9.5,-3%,55%,,SKIP - No Strategy,11,-1
Disposal,18,Darcy Moore,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,10,-9%,31%,,SKIP - No Strategy,9,1
Disposal,18,Harry Perryman,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,15.5,0%,50%,,SKIP - No Strategy,12,1
Disposal,18,Isaac Quaynor,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,14.5,6%,56%,,SKIP - No Strategy,17,-1
Disposal,18,Jack Crisp,COL,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,18.5,-9%,38%,,SKIP - No Strategy,19,-1
Disposal,18,Jamie Elliott,COL,GCS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,12,-4%,38%,,SKIP - No Strategy,12,0
Disposal,18,Jeremy Howe,COL,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,14,-2%,53%,,SKIP - No Strategy,6,1
Disposal,18,Josh Daicos,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,28.5,2%,44%,,SKIP - No Strategy,32,-1
Disposal,18,Lachlan Sullivan,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,11.5,5%,55%,,SKIP - No Strategy,9,1
Disposal,18,Ned Long,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,19,2%,44%,,SKIP - No Strategy,12,1
Disposal,18,Nick Daicos,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,31.5,5%,56%,,SKIP - No Strategy,26,1
Disposal,18,Scott Pendlebury,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,23.5,-1%,50%,,SKIP - No Strategy,17,1
Disposal,18,Steele Sidebottom,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,21,-10%,29%,,SKIP - No Strategy,13,1
Disposal,18,Tim Membrey,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,11,8%,67%,,SKIP - No Strategy,12,-1
Disposal,18,Tom Mitchell,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,24,-8%,0%,,SKIP - No Strategy,20,1
Disposal,18,Will Hoskin-Elliott,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,10.5,15%,54%,,SKIP - No Strategy,13,-1
Mark,18,Brayden Maynard,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,-8%,36%,,SKIP - No Strategy,5,-1
Mark,18,Dan Houston,COL,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,4.5,8%,62%,,SKIP - No Strategy,1,1
Mark,18,Daniel McStay,COL,GCS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,13%,46%,,SKIP - No Strategy,6,-1
Mark,18,Darcy Cameron,COL,GCS,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,4.5,-16%,38%,,SKIP - No Strategy,1,1
Mark,18,Darcy Moore,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,-12%,31%,,SKIP - No Strategy,4,0
Mark,18,Harry Perryman,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,-5%,50%,,SKIP - No Strategy,3,1
Mark,18,Isaac Quaynor,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,-9%,44%,,SKIP - No Strategy,0,1
Mark,18,Jamie Elliott,COL,GCS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5,-2%,31%,,SKIP - No Strategy,4,1
Mark,18,Jeremy Howe,COL,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,5,4%,40%,,SKIP - No Strategy,1,1
Mark,18,Josh Daicos,COL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,-12%,50%,,SKIP - No Strategy,4,1
Mark,18,Scott Pendlebury,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,4.5,-5%,64%,,SKIP - No Strategy,2,1
Mark,18,Tim Membrey,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4,-10%,33%,,SKIP - No Strategy,5,-1
Mark,18,Will Hoskin-Elliott,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,3.5,-1%,46%,,SKIP - No Strategy,2,1
Tackle,18,Jack Crisp,COL,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5,10%,44%,,SKIP - No Strategy,8,-1
Tackle,18,Lachlan Sullivan,COL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,3.5,20%,55%,,SKIP - No Strategy,3,1
Tackle,18,Ned Long,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,-1%,38%,,SKIP - No Strategy,8,-1
Tackle,18,Nick Daicos,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,-8%,56%,,SKIP - No Strategy,1,1
Tackle,18,Scott Pendlebury,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.5,9%,57%,,SKIP - No Strategy,1,1
Disposal,18,Darcy Cameron,COL,GCS,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,16,-11%,25%,7,Long Travel + Disposal + Avg ≤-10% + No Easy DvP,18,-1
Disposal,10,Andrew McGrath,ESS,WBD,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,21.5,3%,50%,,,25,-1
Disposal,10,Jaxon Prior,ESS,WBD,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,15,2%,50%,,,17,-1
Disposal,10,Mason Redman,ESS,WBD,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,22,-4%,88%,,,27,-1
Mark,10,Jake Bowey,MEL,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,-2%,67%,,,8,-1
Mark,11,Peter Wright,ESS,RIC,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,9%,40%,,,5,1
Mark,12,Archie Roberts,ESS,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,-8%,80%,,,8,-1
Disposal,12,Archie Roberts,ESS,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,24,2%,40%,,,20,1
Disposal,12,Andrew McGrath,ESS,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,22,6%,40%,,,15,1
Disposal,12,Jaxon Prior,ESS,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,15.5,5%,40%,,,14,1
Disposal,12,Mason Redman,ESS,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,19.5,8%,50%,,,26,-1
Mark,12,Jaxon Prior,ESS,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,12%,60%,,,2,1
Mark,12,Andrew McGrath,ESS,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,20%,60%,,,1,1
Disposal,12,Sam Durham,ESS,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,22,6%,40%,,,8,1
Disposal,12,Jye Caldwell,ESS,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,23.5,9%,50%,,,30,-1
Disposal,12,Zach Merrett,ESS,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,28,5%,50%,,,28,0
Mark,12,Jayden Laverde,ESS,BRL,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-9%,50%,,🟡 CONSIDER,7,-1
Mark,12,Peter Wright,ESS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,17%,50%,,🟡 CONSIDER,6,-1
Disposal,12,Nate Caddy,ESS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,10.5,9%,40%,,🟡 CONSIDER,10,1
Disposal,12,Peter Wright,ESS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11.5,28%,33%,,🟡 CONSIDER,15,-1
Disposal,12,Todd Goldstein,ESS,BRL,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,12,3%,60%,,🟢 STRONG BET,8,1
Mark,12,Nic Martin,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,14%,40%,,🟢 STRONG BET,7,0
Disposal,12,Matt Guelfi,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,11,7%,50%,,🟢 STRONG BET,10,1
Disposal,12,Jade Gresham,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,12.5,4%,63%,,🟢 STRONG BET,13,-1
Disposal,12,Isaac Kako,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,9.5,6%,50%,,🟢 STRONG BET,11,-1
Disposal,12,Nic Martin,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,25.5,0%,60%,,🟢 STRONG BET,29,-1
Disposal,12,Ben Hobbs,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,15,3%,70%,,🟢 STRONG BET,19,-1
Mark,12,Xavier Duursma,ESS,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,14%,70%,,🟢 STRONG BET,4,1
Disposal,12,Xavier Duursma,ESS,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,19.5,9%,50%,,🟢 STRONG BET,12,1
Mark,14,Andrew McGrath,ESS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,29%,58%,,,3,1
Mark,14,Peter Wright,ESS,GEE,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5,13%,50%,,,4,1
Mark,14,Nate Caddy,ESS,GEE,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4,0%,58%,,,1,1
Mark,12,Josh Battle,HAW,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,-5%,80%,,,8,-1
Mark,14,Xavier Duursma,ESS,GEE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,5,5%,75%,,🟢 AUTO-BET - Wing Mark (Priority #4),6,-1
Tackle,15,Will Setterfield,ESS,FRE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,7.5,1%,40%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,5,1
Tackle,15,Jye Caldwell,ESS,FRE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,7.5,-8%,44%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,5,1
Tackle,15,Zach Merrett,ESS,FRE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,-18%,62%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,3,1
Mark,15,Archie Roberts,ESS,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,5.5,2%,39%,,,8,-1
Mark,15,Peter Wright,ESS,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4.5,21%,33%,,,5,-1
Mark,15,Xavier Duursma,ESS,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4.5,18%,46%,,,3,1
Mark,15,Nic Martin,ESS,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,7,10%,46%,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),7,0
Mark,17,Peter Wright,ESS,GCS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-2%,60%,1,KeyF + Mark + Line >5.0,1,1
Mark,17,Xavier Duursma,ESS,GCS,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,14%,50%,,,5,-1
