Type,Bet Priority,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,,Bet Tier,Bet Flag,Avg vs Line,Line Consistency,Bet Confidence,Line,Actual,W/L
Disposal,17,Nasiah Wanganeen-Milera,STK,HAW,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,🥈,Disposal + Neutral Weather + Line >27,2%,47%,,28.5,43,-1
Mark,17,Wil Powell,GCS,ESS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,🥉,GenD + Mark + Avg <2%,-8%,93%,,6,5,1
Mark,17,Nathan Broad,RIC,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,🥉,GenD + Mark + Avg <2%,-5%,60%,,6.5,6,1
Mark,17,Sam Docherty,CAR,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,🥉,GenD + Mark + Avg <2%,-7%,64%,,7,6,1
Mark,17,Josh Worrell,ADE,MEL,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,,,,-11%,80%,,6,5,1
Mark,17,Mitchell Hinge,ADE,MEL,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,,,,-13%,72%,,6,2,1
Mark,17,Jeremy Howe,COL,CAR,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,🥉,GenD + Mark + Avg <2%,-14%,64%,,6,0,1
Mark,17,Rory Laird,ADE,MEL,Des,✅ Neutral,✅ Neutral,🔵 Strong Easy,,,,-8%,57%,,6.5,4,1
Mark,17,Josh Daicos,COL,CAR,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,🥉,GenD + Mark + Avg <2%,-3%,71%,,5.5,4,1
Mark,17,Connor Idun,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,🥉,GenD + Mark + Avg <2%,0%,57%,,7,10,-1
Mark,17,Harry Himmelberg,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,🥉,GenD + Mark + Avg <2%,1%,53%,,6,9,-1
Disposal,17,Ben King,GCS,ESS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-9%,57%,,8,6,1
Mark,17,Bodhi Uwland,GCS,ESS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,🥉,GenD + Mark + Avg <2%,-13%,64%,,5.5,9,-1
Disposal,17,Ben Long,GCS,ESS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-2%,62%,,11.5,8,1
Disposal,17,Bodhi Uwland,GCS,ESS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-9%,71%,,17.5,16,1
Disposal,17,Daniel Rioli,GCS,ESS,Des,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-2%,57%,,20,19,1
Disposal,17,Mac Andrew,GCS,ESS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-3%,46%,,12.5,42,1
Mark,17,Joel Jeffrey,GCS,ESS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,🥉,GenD + Mark + Avg <2%,-4%,78%,,6,10,-1
Mark,17,Ryan Maric,WCE,GWS,Des,✅ Neutral,✅ Neutral,🔴 Strong Unders,9,🥉,GenD + Mark + Strong DvP,-8%,67%,,4.5,2,1
Mark,17,Liam Duggan,WCE,GWS,GenD,✅ Neutral,✅ Neutral,🔴 Strong Unders,9,🥉,GenD + Mark + Strong DvP,0%,73%,,5,8,-1
Disposal,17,Matt Rowell,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,,-1%,50%,,25.5,15,1
Disposal,17,Sam Clohesy,GCS,ESS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-4%,54%,,16.5,15,1
Disposal,17,Touk Miller,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,,3%,57%,,25.5,25,1
Mark,17,Riley Thilthorpe,ADE,MEL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,1,🥇,KeyF + Mark + Line >5.0,-4%,50%,,5.5,5,1
Mark,17,Peter Wright,ESS,GCS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,1,🥇,KeyF + Mark + Line >5.0,-2%,60%,,5.5,1,1
Mark,17,Jack Gunston,HAW,STK,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,1,🥇,KeyF + Mark + Line >5.0,2%,50%,,5.5,5,1
Mark,17,Brennan Cox,FRE,SYD,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,5%,53%,,5,2,1
Mark,17,Jordan Clark,FRE,SYD,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-10%,80%,,6.5,2,1
Mark,17,Sam Darcy,WBD,NTH,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,1,🥇,KeyF + Mark + Line >5.0,-11%,33%,,7.5,6,1
Mark,17,Aaron Naughton,WBD,NTH,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,1,🥇,KeyF + Mark + Line >5.0,-7%,67%,,5.5,9,-1
Disposal,17,Paul Curtis,NTH,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,6%,58%,,12,7,1
Disposal,17,Rhylee West,WBD,NTH,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,1%,47%,,14,13,1
Mark,17,Aaron Cadman,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,1,🥇,KeyF + Mark + Line >5.0,-23%,78%,,6,7,-1
Mark,17,Charlie Curnow,CAR,COL,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,1,🥇,KeyF + Mark + Line >5.0,4%,50%,,5.5,9,-1
Disposal,17,Harry Rowston,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,8,🥉,Long Travel + Avg ≤-10%,-31%,67%,,19.5,12,1
Mark,14,Nick Larkey,NTH,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,6%,50%,,4,3,1
Disposal,17,Jake Riccardi,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,8,🥉,Long Travel + Avg ≤-10%,-10%,46%,,14.5,12,1
Disposal,17,Leek Aleer,GWS,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,8,🥉,Long Travel + Avg ≤-10%,-30%,80%,,10,9,1
Disposal,17,Dante Visentini,PTA,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,-1%,43%,,10,0,1
Disposal,17,Esava Ratugolea,PTA,BRL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,-9%,75%,,13,0,1
Disposal,17,Kieran Briggs,GWS,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,8,🥉,Long Travel + Avg ≤-10%,-17%,73%,,12.5,10,1
Disposal,17,Hugh Jackson,PTA,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,8,🥉,Long Travel + Avg ≤-10%,-27%,75%,,14,12,1
Disposal,17,Miles Bergman,PTA,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,8,🥉,Long Travel + Avg ≤-10%,-13%,53%,,21.5,17,1
Disposal,17,Jase Burgoyne,PTA,BRL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,7%,40%,,19,15,1
Disposal,17,Jason Horne-Francis,PTA,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,5%,30%,,19.5,19,1
Disposal,17,Joe Richards,PTA,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,2%,57%,,15.5,14,1
Disposal,17,Josh Sinn,PTA,BRL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-9%,54%,,13.5,10,1
Disposal,17,Willie Rioli,PTA,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,14%,43%,,9.5,8,1
Mark,17,Logan Morris,BRL,PTA,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,,,,-16%,71%,,5,2,1
Tackle,17,Jamie Cripps,WCE,GWS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-6%,54%,,3.5,2,1
Tackle,17,Liam Baker,WCE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,9%,60%,,3,1,1
Mark,17,Archie Roberts,ESS,GCS,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,16%,36%,,5,2,1
Mark,17,Nic Martin,ESS,GCS,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,9%,50%,,7,4,1
Mark,17,Connor O'Sullivan,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,,,,-14%,78%,,7,4,1
Mark,17,Lawson Humphries,GEE,RIC,Des,✅ Neutral,✅ Neutral,🔵 Strong Easy,,,,-17%,78%,,7,5,1
Mark,17,Oisin Mullin,GEE,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,,,,-33%,86%,,5,1,1
Mark,17,Tom Stewart,GEE,RIC,Des,✅ Neutral,✅ Neutral,🔵 Strong Easy,,,,-10%,60%,,9,5,1
Tackle,17,Willem Drew,PTA,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,7%,40%,,6.5,5,1
Mark,17,Miles Bergman,PTA,BRL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,9%,40%,,5.5,2,1
Mark,17,Nick Vlastuin,RIC,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,17%,67%,,5,4,1
Mark,17,Tom Brown,RIC,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,8%,57%,,4.5,4,1
Mark,17,Jack Sinclair,STK,HAW,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,4%,53%,,4.5,4,1
Disposal,17,Jake Stringer,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,8,🥉,Long Travel + Avg ≤-10%,-15%,75%,,11,14,-1
Mark,17,Callum Mills,SYD,FRE,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,,0%,50%,,6.5,5,1
Mark,17,Harry Sheezel,NTH,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-4%,47%,,6,3,1
Mark,17,Matt Roberts,SYD,FRE,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,,12%,36%,,5.5,5,1
Mark,17,Jake Riccardi,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,#7,🥇,,-13%,73%,,5,3,1
Mark,17,Lachie Ash,GWS,WCE,Des,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,#7,🥉,,3%,53%,,6.5,5,1
Mark,17,Nick Haynes,CAR,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,#7,🥉,,5%,47%,,8.5,6,1
Tackle,17,Cooper Lord,CAR,COL,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,-6%,64%,,3.5,2,1
Disposal,17,Jack Buckley,GWS,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,,-4%,60%,,13,12,1
Disposal,17,Toby Greene,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-9%,71%,,18.5,18,1
Disposal,17,Josh Treacy,FRE,SYD,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,3%,53%,,11,11,0
Tackle,17,Bailey Humphrey,GCS,ESS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,13%,71%,,4,4,0
Disposal,17,Ben Ainsworth,GCS,ESS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-1%,46%,,14,14,0
Disposal,17,Joe Fonti,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,8,🥉,Long Travel + Avg ≤-10%,-19%,75%,,14,16,-1
Disposal,17,Aliir Aliir,PTA,BRL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,5%,50%,,12,12,0
Mark,17,Cooper Sharman,STK,HAW,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,9%,54%,,5,5,0
Mark,14,Jack Darling,NTH,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,0%,42%,,3.5,5,-1
Disposal,17,Cameron Zurhaar,NTH,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,10%,53%,,10,10,0
Mark,17,Luke Ryan,FRE,SYD,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-7%,80%,,7,7,0
Mark,17,Xavier Duursma,ESS,GCS,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,14%,50%,,4.5,5,-1
Disposal,17,Xavier O'Halloran,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,8,🥉,Long Travel + Avg ≤-10%,-21%,78%,,17,27,-1
Disposal,17,Jed Walter,GCS,ESS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,8,🥉,Long Travel + Avg ≤-10%,-15%,69%,,8.5,10,-1
Disposal,17,Nathan O'Driscoll,FRE,SYD,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,8,🥉,Long Travel + Avg ≤-10%,-15%,67%,,18.5,26,-1
Tackle,17,Christian Petracca,MEL,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,11%,53%,,4.5,2,1
Tackle,17,Clayton Oliver,MEL,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,-6%,71%,,6,5,1
Tackle,17,Tristan Xerri,NTH,WBD,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,2%,53%,,5.5,5,1
Tackle,17,Adam Cerra,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,1%,67%,,5,3,1
Tackle,17,Jesse Motlop,CAR,COL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,-7%,47%,,4.5,2,1
Disposal,17,Darcy Byrne-Jones,PTA,BRL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,5%,43%,,11.5,12,-1
Disposal,17,Jordon Sweet,PTA,BRL,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,12%,36%,,8.5,13,-1
Tackle,17,Patrick Cripps,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,4%,47%,,5.5,3,1
Tackle,17,Brady Hough,WCE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,-25%,64%,,4.5,4,1
Tackle,17,Elijah Hewett,WCE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,-20%,77%,,4,3,1
Tackle,17,Jack Graham,WCE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,11%,43%,,7,4,1
Tackle,17,George Hewett,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,15%,33%,,5.5,7,-1
Tackle,17,Jack Viney,MEL,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,🥉,Strong/Moderate DvP + Tackle + Avg <18%,2%,70%,,5.5,9,-1
Tackle,17,Matthew Johnson,FRE,SYD,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,2,🥇,Tackle + Moderate Travel + Avg <5%,-11%,60%,,3.5,1,1
Tackle,17,Finn Callaghan,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,2,🥇,Tackle + Moderate Travel + Avg <5%,-10%,45%,,6,1,1
Tackle,17,Harry Rowston,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,2,🥇,Tackle + Moderate Travel + Avg <5%,-10%,45%,,5,2,1
Tackle,17,Toby Bedford,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,2,🥇,Tackle + Moderate Travel + Avg <5%,2%,64%,,6,3,1
Tackle,17,Tom Green,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,2,🥇,Tackle + Moderate Travel + Avg <5%,-16%,71%,,4.5,0,1
Tackle,17,Connor Rozee,PTA,BRL,Des,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,2,🥇,Tackle + Moderate Travel + Avg <5%,1%,40%,,3.5,3,1
Tackle,17,Sam Powell-Pepper,PTA,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,2,🥇,Tackle + Moderate Travel + Avg <5%,-4%,67%,,3,1,1
Tackle,17,Joe Richards,PTA,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,2,🥇,Tackle + Moderate Travel + Avg <5%,-5%,64%,,3,3,0
Tackle,17,Darcy Jones,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,2,🥇,Tackle + Moderate Travel + Avg <5%,4%,50%,,3.5,4,-1
Tackle,17,Matt Rowell,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,2,🥇,Tackle + Moderate Travel + Avg <5%,-7%,71%,,9,17,-1
Disposal,17,Kane Farrell,PTA,BRL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,6%,62%,,18.5,19,-1
Tackle,17,Touk Miller,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,2,🥇,Tackle + Moderate Travel + Avg <5%,-2%,64%,,4,7,-1
Disposal,17,Laitham Vandermeer,WBD,NTH,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,-6%,62%,,12,17,-1
Disposal,17,Corey Wagner,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,4%,50%,,14.5,22,-1
Disposal,17,Karl Worner,FRE,SYD,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,-6%,50%,,14.5,16,-1
Disposal,17,Matthew Johnson,FRE,SYD,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,8%,40%,,17.5,20,-1
Disposal,17,Murphy Reid,FRE,SYD,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,-5%,47%,,14.5,15,-1
Tackle,17,Luke Jackson,FRE,SYD,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,2,🥇,Tackle + Moderate Travel + Avg <5%,-8%,67%,,4,5,-1
Mark,17,Mason Wood,STK,HAW,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,🥉,Wing + Mark + Avg <20% + Line >4.5,1%,54%,,6,5,1
Mark,17,Dylan Stephens,NTH,WBD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,🥉,Wing + Mark + Avg <20% + Line >4.5,-6%,57%,,5,4,1
Disposal,17,Sam Powell-Pepper,PTA,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,-3%,53%,,15,16,-1
Mark,17,Jase Burgoyne,PTA,BRL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6,🥉,Wing + Mark + Avg <20% + Line >4.5,9%,67%,,5,2,1
Mark,17,Blake Acres,CAR,COL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,🥉,Wing + Mark + Avg <20% + Line >4.5,-17%,77%,,5,7,-1
Mark,17,Jarrod Berry,BRL,PTA,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,🥉,Wing + Mark + Avg <20% + Line >4.5,-6%,57%,,6.5,7,-1
Disposal,17,Travis Boak,PTA,BRL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,9%,25%,,19.5,27,-1
Disposal,17,Bailey Humphrey,GCS,ESS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-1%,50%,,16.5,18,-1
Disposal,17,Willem Drew,PTA,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,5%,53%,,17,21,-1
Disposal,17,Brayden Fiorini,GCS,ESS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,0%,71%,,19.5,20,-1
Disposal,17,Joel Jeffrey,GCS,ESS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-1%,64%,,18,32,-1
Disposal,17,John Noble,GCS,ESS,Des,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,0%,43%,,25,29,-1
Disposal,17,Lachie Weller,GCS,ESS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-7%,67%,,15,17,-1
Disposal,17,Sam Flanders,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,,10%,35%,,22,24,-1
Disposal,17,Wil Powell,GCS,ESS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-5%,50%,,16,20,-1
Disposal,17,Max Holmes,GEE,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,,-8%,60%,,28.5,36,-1
Disposal,17,Zak Butters,PTA,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,3%,50%,,27,31,-1
Mark,17,Jaspa Fletcher,BRL,PTA,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,🥉,Wing + Mark + Avg <20% + Line >4.5,8%,47%,,5.5,8,-1
Tackle,17,Zak Butters,PTA,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,19%,50%,,4.5,6,-1
Mark,17,Mitch Georgiades,PTA,BRL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,,13%,53%,,5,7,-1
Mark,17,Caleb Daniel,NTH,WBD,Des,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,-3%,73%,,4,5,-1
Mark,17,Eric Hipwood,BRL,PTA,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,,,,8%,53%,,4.5,5,-1
Mark,17,Harris Andrews,BRL,PTA,KeyD,✅ Neutral,✅ Neutral,✅ Neutral,,,,5%,53%,,7,10,-1
Tackle,17,Tyler Brockman,WCE,GWS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-10%,58%,,3.5,4,-1
Mark,17,Gryan Miers,GEE,RIC,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,,-8%,54%,,7.5,5,-1
Mark,17,Jeremy Cameron,GEE,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,-8%,60%,,6,11,-1
Mark,17,Shannon Neale,GEE,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,-16%,53%,,4.5,8,-1
Mark,17,Zach Guthrie,GEE,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,,,,-13%,80%,,7,14,-1
Mark,17,Harry Morrison,HAW,STK,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,🥉,Wing + Mark + Avg <20% + Line >4.5,-7%,73%,,5,8,-1
Mark,17,Jarman Impey,HAW,STK,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,,-10%,75%,,5,7,-1
Mark,17,Josh Battle,HAW,STK,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,,-8%,78%,,6,9,-1
Mark,17,Karl Amon,HAW,STK,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,,-11%,71%,,5,7,-1
Tackle,17,Corey Wagner,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,29%,50%,,3.5,6,-1
Mark,17,Errol Gulden,SYD,FRE,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,🥉,Wing + Mark + Avg <20% + Line >4.5,5%,58%,,5,7,-1
Mark,17,Darcy Fogarty,ADE,MEL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,3%,50%,,4.5,6,-1
Mark,17,Christian Salem,MEL,ADE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,27%,33%,,6,10,-1
Mark,17,Jake Bowey,MEL,ADE,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,20%,40%,,4.5,5,-1
Mark,17,Nick Blakey,SYD,FRE,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,,18%,36%,,4.5,7,-1
Mark,17,Brody Mihocek,COL,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,#2,🥇,,12%,54%,,4,5,-1
Mark,17,Tim Membrey,COL,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,#2,🥇,,11%,50%,,4,6,-1
Mark,17,Isaac Quaynor,COL,CAR,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,#7,🥉,,3%,50%,,4.5,9,-1
Disposal,17,Aaron Cadman,GWS,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-7%,80%,,10,11,-1
Disposal,17,Callum Brown,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-7%,54%,,12.5,16,-1
Disposal,17,Connor Idun,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,4%,47%,,18.5,20,-1
Disposal,17,Darcy Jones,GWS,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,-1%,47%,,14.5,17,-1
Disposal,17,Harry Himmelberg,GWS,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,-1%,53%,,18.5,21,-1
Disposal,17,Josh Kelly,GWS,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,8%,45%,,21.5,27,-1
Tackle,17,Josh Kelly,GWS,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,,16%,36%,,4,5,-1
